clean,18,2,uniform,6,7
clean,18,5,stack,7,7
clean,18,12345,pasls,7,7
clean,18,12345,genie,7,7
clean,18,3,uniform,6,7
clean,18,12345,stack,7,7
clean,19,1,pasls,7,7
clean,19,1,uniform,7,7
clean,19,1,stack,7,7
clean,19,1,genie,7,7
clean,18,4,uniform,6,7
clean,19,2,pasls,7,7
clean,19,2,uniform,7,7
clean,19,2,genie,7,7
clean,19,2,stack,7,7
clean,18,5,uniform,6,7
clean,19,3,pasls,7,7
clean,19,3,uniform,7,7
clean,19,3,stack,7,7
clean,19,3,genie,7,7
clean,17,2,uniform,0,7
clean,19,4,pasls,7,7
clean,19,4,uniform,7,7
clean,19,4,genie,7,7
clean,19,4,stack,7,7
clean,19,5,pasls,7,7
clean,19,5,uniform,7,7
clean,19,5,stack,7,7
clean,18,12345,uniform,6,7
clean,19,5,genie,7,7
clean,18,1,uniform,4,7
clean,19,12345,pasls,7,7
clean,19,12345,genie,7,7
clean,19,12345,stack,7,7
clean,20,2,pasls,7,7
clean,19,12345,uniform,7,7
clean,20,1,pasls,7,7
clean,20,1,uniform,7,7
clean,20,1,stack,7,7
clean,20,1,genie,7,7
clean,20,2,stack,7,7
clean,20,2,uniform,7,7
clean,20,2,genie,7,7
clean,20,3,uniform,7,7
clean,17,5,uniform,0,7
clean,20,3,pasls,7,7
clean,20,3,stack,7,7
clean,20,4,pasls,7,7
clean,20,3,genie,7,7
clean,17,4,uniform,0,7
clean,20,4,stack,7,7
clean,18,2,stack,6,7
clean,20,4,uniform,7,7
clean,20,4,genie,7,7
clean,17,3,uniform,0,7
clean,20,5,pasls,7,7
clean,20,5,stack,7,7
clean,20,5,uniform,7,7
clean,20,12345,pasls,7,7
clean,20,12345,genie,7,7
clean,20,5,genie,7,7
clean,20,12345,uniform,7,7
clean,20,12345,stack,7,7
clean,17,5,stack,6,7
clean,17,12345,uniform,0,7
clean,13,5,stack,0,7
clean,17,2,stack,5,7
clean,14,5,stack,0,7
detfloor,14,4,uniform,0,7
detfloor,14,1,uniform,0,7
detfloor,14,2,uniform,0,7
detfloor,14,3,uniform,0,7
clean,14,4,stack,0,7
detfloor,14,1,pasls,0,7
detfloor,14,3,genie,0,7
detfloor,14,2,pasls,0,7
detfloor,14,3,pasls,0,7
clean,13,1,stack,0,7
clean,14,1,stack,0,7
detfloor,14,4,pasls,0,7
detfloor,14,5,uniform,0,7
detfloor,14,1,genie,0,7
clean,14,12345,stack,0,7
clean,17,12345,stack,5,7
clean,14,2,stack,0,7
clean,14,3,stack,0,7
clean,13,4,stack,0,7
detfloor,14,5,pasls,0,7
clean,13,12345,stack,0,7
clean,17,3,stack,4,7
clean,13,2,stack,0,7
clean,17,1,stack,3,7
detfloor,14,12345,pasls,0,7
detfloor,14,2,genie,0,7
detfloor,14,12345,uniform,0,7
clean,13,3,stack,0,7
detfloor,15,1,uniform,0,7
detfloor,14,4,genie,0,7
clean,15,1,stack,0,7
detfloor,15,1,pasls,0,7
detfloor,14,5,genie,0,7
detfloor,15,2,uniform,0,7
detfloor,15,4,uniform,0,7
detfloor,15,3,pasls,0,7
detfloor,15,2,pasls,0,7
clean,16,2,stack,0,7
detfloor,14,12345,genie,0,7
detfloor,15,3,genie,2,7
clean,16,5,stack,0,7
detfloor,15,3,uniform,0,7
detfloor,15,1,genie,1,7
clean,15,2,stack,0,7
detfloor,15,5,pasls,0,7
detfloor,16,1,genie,7,7
detfloor,15,5,uniform,0,7
clean,16,12345,stack,1,7
detfloor,15,4,pasls,0,7
clean,16,1,stack,1,7
detfloor,15,2,genie,0,7
clean,15,3,stack,0,7
clean,15,4,stack,0,7
detfloor,16,2,genie,7,7
detfloor,16,3,genie,7,7
detfloor,15,12345,uniform,0,7
clean,16,3,stack,0,7
detfloor,16,1,uniform,0,7
detfloor,15,4,genie,3,7
detfloor,14,1,stacknvfix,0,7
detfloor,16,4,genie,7,7
clean,15,5,stack,0,7
clean,15,12345,stack,0,7
detfloor,15,12345,genie,2,7
clean,16,4,stack,1,7
detfloor,16,5,genie,7,7
detfloor,15,5,genie,2,7
detfloor,15,12345,pasls,0,7
detfloor,16,3,pasls,0,7
detfloor,16,2,uniform,0,7
detfloor,16,1,pasls,0,7
detfloor,16,12345,genie,7,7
detfloor,16,3,uniform,0,7
detfloor,16,2,pasls,0,7
detfloor,16,5,uniform,0,7
detfloor,17,1,genie,7,7
detfloor,16,4,uniform,0,7
detfloor,16,12345,uniform,0,7
detfloor,17,2,genie,7,7
detfloor,14,3,stacknvfix,0,7
detfloor,16,4,pasls,0,7
detfloor,14,2,stacknvfix,0,7
detfloor,17,1,uniform,0,7
detfloor,16,5,pasls,0,7
detfloor,17,3,genie,7,7
detfloor,16,12345,pasls,0,7
detfloor,17,3,uniform,0,7
detfloor,17,2,pasls,0,7
detfloor,17,4,genie,7,7
detfloor,17,2,uniform,0,7
detfloor,17,1,pasls,0,7
detfloor,14,4,stacknvfix,0,7
detfloor,17,5,genie,7,7
detfloor,17,5,uniform,0,7
detfloor,14,4,stack,0,7
detfloor,14,5,stacknvfix,0,7
detfloor,17,3,pasls,0,7
detfloor,14,12345,stacknvfix,0,7
detfloor,17,4,uniform,0,7
detfloor,17,5,pasls,0,7
detfloor,17,12345,genie,7,7
detfloor,17,4,pasls,0,7
detfloor,18,1,stack,7,7
detfloor,14,3,stack,0,7
detfloor,18,1,genie,7,7
detfloor,14,2,stack,0,7
detfloor,18,2,stack,7,7
detfloor,15,1,stacknvfix,0,7
detfloor,15,4,stacknvfix,0,7
detfloor,17,12345,pasls,0,7
detfloor,18,2,genie,7,7
detfloor,14,12345,stack,0,7
detfloor,15,3,stacknvfix,0,7
detfloor,17,12345,uniform,0,7
detfloor,15,2,stacknvfix,0,7
detfloor,18,1,uniform,0,7
detfloor,18,3,genie,7,7
detfloor,18,3,stack,7,7
detfloor,18,4,stack,7,7
detfloor,15,5,stacknvfix,0,7
detfloor,18,4,genie,7,7
detfloor,18,1,pasls,0,7
detfloor,14,5,stack,0,7
detfloor,18,5,stack,7,7
detfloor,18,2,uniform,0,7
detfloor,18,2,pasls,0,7
detfloor,18,5,genie,7,7
detfloor,18,12345,genie,7,7
detfloor,18,12345,stack,7,7
detfloor,18,3,uniform,0,7
detfloor,14,1,stack,0,7
detfloor,15,12345,stacknvfix,0,7
detfloor,19,1,genie,7,7
detfloor,18,3,pasls,0,7
detfloor,18,4,uniform,0,7
detfloor,19,1,stack,7,7
detfloor,15,1,stack,0,7
detfloor,18,4,pasls,0,7
detfloor,15,2,stack,0,7
detfloor,19,2,stack,7,7
detfloor,19,2,genie,7,7
detfloor,18,5,uniform,0,7
detfloor,16,1,stacknvfix,0,7
detfloor,16,12345,stacknvfix,0,7
detfloor,18,12345,uniform,0,7
detfloor,19,3,stack,7,7
detfloor,19,3,genie,7,7
detfloor,16,3,stacknvfix,0,7
detfloor,15,3,stack,0,7
detfloor,16,2,stacknvfix,0,7
detfloor,18,5,pasls,0,7
detfloor,16,5,stacknvfix,0,7
detfloor,19,4,stack,7,7
detfloor,19,4,genie,7,7
detfloor,16,3,stack,0,7
detfloor,19,5,stack,7,7
detfloor,19,5,genie,7,7
detfloor,19,2,uniform,0,7
detfloor,18,12345,pasls,0,7
detfloor,19,12345,stack,7,7
detfloor,19,1,uniform,0,7
detfloor,15,5,stack,0,7
detfloor,19,12345,genie,7,7
detfloor,20,1,stack,7,7
detfloor,17,3,stack,4,7
detfloor,16,1,stack,1,7
detfloor,19,2,pasls,0,7
detfloor,20,1,genie,7,7
detfloor,16,4,stacknvfix,0,7
detfloor,16,4,stack,0,7
detfloor,19,1,pasls,0,7
detfloor,16,12345,stack,0,7
detfloor,20,2,stack,7,7
detfloor,20,2,genie,7,7
detfloor,20,3,stack,7,7
detfloor,17,2,stacknvfix,0,7
detfloor,17,3,stacknvfix,0,7
detfloor,15,12345,stack,0,7
detfloor,15,4,stack,0,7
detfloor,20,3,genie,7,7
detfloor,19,3,pasls,0,7
detfloor,19,3,uniform,0,7
detfloor,20,4,stack,7,7
detfloor,20,4,genie,7,7
detfloor,19,4,uniform,0,7
detfloor,16,5,stack,0,7
detfloor,20,5,stack,7,7
detfloor,17,1,stacknvfix,0,7
detfloor,20,5,genie,7,7
detfloor,19,4,pasls,0,7
detfloor,19,5,uniform,0,7
detfloor,17,1,stack,5,7
detfloor,20,12345,stack,7,7
detfloor,19,12345,uniform,0,7
detfloor,21,1,stack,7,7
detfloor,20,12345,genie,7,7
detfloor,20,1,pasls,0,7
detfloor,19,5,pasls,0,7
detfloor,21,1,genie,7,7
detfloor,19,12345,pasls,0,7
detfloor,17,2,stack,5,7
detfloor,21,2,stack,7,7
detfloor,21,2,genie,7,7
detfloor,16,2,stack,0,7
detfloor,20,1,uniform,0,7
detfloor,20,3,pasls,0,7
detfloor,21,3,stack,7,7
detfloor,21,3,genie,7,7
detfloor,17,5,stack,6,7
detfloor,20,2,uniform,0,7
detfloor,20,3,uniform,0,7
detfloor,21,4,stack,7,7
detfloor,21,4,genie,7,7
detfloor,21,5,stack,7,7
detfloor,21,5,genie,7,7
detfloor,20,5,uniform,0,7
detfloor,20,2,pasls,0,7
detfloor,20,4,uniform,0,7
detfloor,20,4,pasls,0,7
detfloor,17,4,stack,6,7
detfloor,21,12345,stack,7,7
detfloor,17,5,stacknvfix,0,7
detfloor,21,12345,genie,7,7
detfloor,21,1,uniform,0,7
detfloor,22,1,stack,7,7
detfloor,20,12345,uniform,0,7
detfloor,22,1,genie,7,7
detfloor,20,5,pasls,0,7
detfloor,17,4,stacknvfix,0,7
detfloor,21,2,uniform,0,7
detfloor,21,3,uniform,0,7
detfloor,22,2,stack,7,7
detfloor,22,2,genie,7,7
detfloor,20,12345,pasls,0,7
detfloor,21,1,pasls,0,7
detfloor,22,3,stack,7,7
detfloor,22,3,genie,7,7
detfloor,22,4,stack,7,7
detfloor,21,2,pasls,0,7
detfloor,22,4,genie,7,7
detfloor,21,4,pasls,0,7
detfloor,21,3,pasls,0,7
detfloor,21,4,uniform,0,7
detfloor,17,12345,stacknvfix,0,7
detfloor,21,5,uniform,0,7
detfloor,22,5,stack,7,7
detfloor,18,2,stacknvfix,0,7
detfloor,18,1,stacknvfix,0,7
detfloor,22,5,genie,7,7
detfloor,22,12345,stack,7,7
detfloor,21,12345,uniform,0,7
detfloor,22,12345,genie,7,7
detfloor,22,1,uniform,0,7
detfloor,21,5,pasls,0,7
detfloor,17,12345,stack,5,7
detfloor,22,1,pasls,0,7
detfloor,21,12345,pasls,0,7
detfloor,22,2,uniform,0,7
detfloor,22,3,uniform,0,7
detfloor,22,5,uniform,0,7
detfloor,22,2,pasls,0,7
detfloor,22,4,uniform,0,7
detfloor,22,3,pasls,0,7
detfloor,22,4,pasls,0,7
detfloor,18,3,stacknvfix,0,7
detfloor,22,12345,pasls,0,7
detfloor,19,1,stacknvfix,0,7
detfloor,22,5,pasls,0,7
detfloor,18,4,stacknvfix,0,7
detfloor,18,12345,stacknvfix,0,7
detfloor,22,12345,uniform,0,7
detfloor,18,5,stacknvfix,0,7
detfloor,19,5,stacknvfix,0,7
detfloor,19,2,stacknvfix,0,7
detfloor,19,3,stacknvfix,0,7
detfloor,19,4,stacknvfix,0,7
detfloor,20,2,stacknvfix,0,7
detfloor,19,12345,stacknvfix,0,7
detfloor,20,1,stacknvfix,0,7
detfloor,20,5,stacknvfix,0,7
detfloor,20,3,stacknvfix,0,7
detfloor,21,1,stacknvfix,0,7
detfloor,20,12345,stacknvfix,0,7
detfloor,20,4,stacknvfix,0,7
detfloor,21,12345,stacknvfix,0,7
detfloor,21,3,stacknvfix,0,7
detfloor,22,1,stacknvfix,0,7
detfloor,21,2,stacknvfix,0,7
detfloor,21,5,stacknvfix,0,7
detfloor,21,4,stacknvfix,0,7
detfloor,22,2,stacknvfix,0,7
detfloor,22,5,stacknvfix,0,7
detfloor,22,3,stacknvfix,0,7
detfloor,22,4,stacknvfix,0,7
detfloor,22,12345,stacknvfix,0,7
DONE 462 rows
